No,URL,Title,Topic,Tags,NSMI-TLT,Body
186,http://www.lscd.com/node/211,Buying a Home for low- and moderate- income Delawareans,"Home Purchase, Improvement and Foreclosure
Home Ownership",,Housing,"DSHA offers numerous homeownership programs to low- and moderate- income  Delawareans. For more detailed information on any of the programs,  please contact the person listed.&nbsp;                                            Contributed by: Delaware State Housing  Authority  Last Reviewed: 07/17/2009Click here to download document"
187,http://www.lscd.com/node/212,Buying Vs. Renting,"Home Purchase, Improvement and Foreclosure
Home Ownership
Landlord/Tenant",,Housing,"There are many advantages to buying a home versus renting one. Links to  the Buy vs. Rent Comparison Chart, Buy vs. Rent Calculator, Loan  Estimator, Housing Resources, and more.&nbsp;                                            Contributed by: Ginnie Mae  Last Reviewed: 05/27/2004http://www.ginniemae.gov/rent_vs_buy/Rent_vs_buy.asp?subTitle=YPTH"
188,http://www.lscd.com/node/213,Cancellation of Private Mortgage Insurance,"Home Purchase, Improvement and Foreclosure
Home Ownership",,Housing,"If you put less than 20 percent down on a home mortgage, lenders often  require you to have Private Mortgage Insurance (PMI). The Homeowners  Protection Act of 1998 establishes rules for automatic termination and  borrower cancellation of PMI on home mortgages.&nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009Click here to download document"
189,http://www.lscd.com/node/214,Common Questions of First-time Homebuyers,"Home Purchase, Improvement and Foreclosure
Home Ownership",,Housing,"Why should I buy, instead of rent? What are HUD homes? Can I become a homebuyer?&nbsp; Contributed by: U.S. Department of Housing and Urban Development Last Reviewed: 06/04/2003http://www.hud.gov/buying/comq.cfm"
190,http://www.lscd.com/node/215,Foreclosure In Delaware,"Home Purchase, Improvement and Foreclosure
Home Ownership",,Housing,"Mortgage foreclosure explained specifically under Delaware law.&nbsp;                                            Contributed by: Legal Services Corporation of  Delaware, Inc.  Last Reviewed: 01/21/2004http://www.lscd.com/foreclosureInDelaware"
191,http://www.lscd.com/node/216,Home Loan Guaranty Services for Veterans and the Military,"Home Purchase, Improvement and Foreclosure
Home Ownership
Veterans Benefits",,Housing,Contributed by: Dept. of Veterans Affairs  Last Reviewed: 01/21/2004http://www.homeloans.va.gov/
192,http://www.lscd.com/node/217,Home Repair Programs for low- and moderate-income Delawareans,"Home Purchase, Improvement and Foreclosure
Home Ownership",,Housing,DSHA offers numerous home rehabilitation programs to low- and moderate-income Delawareans.&nbsp; Contributed by: Delaware State Housing Authority Last Reviewed: 07/17/2009http://destatehousing.com/HomeOwnership/ot_hrlp.html
193,http://www.lscd.com/node/218,How to Buy a Manufactured Home,"Home Purchase, Improvement and Foreclosure
Home Ownership
Mobile Home Parks",,Housing,A Consumer's Guide to Today's Manufactured Home&nbsp; Contributed by: Federal Trade Commission &amp; Manufactured Housing Institute Last Reviewed: 07/17/2009http://www.ftc.gov/bcp/edu/pubs/consumer/homes/rea06.shtm
194,http://www.lscd.com/node/219,Maintaining and Improving Your Home,"Home Purchase, Improvement and Foreclosure
Home Ownership",,Housing,"Owning your own home is the American Dreamâ€_but you need to be prepared  for its challenges. These tips, tricks, and other information can help  make your experience as a homeowner a little easier.&nbsp;                                            Contributed by: U.S. Department of Housing and  Urban Development  Last Reviewed: 06/02/2004http://portal.hud.gov/portal/page/portal/HUD/topics/owning"
242,http://www.lscd.com/node/267,Search for Abandoned Property,"Home Ownership
Other",,Housing,"Contributed by: State of Delaware, Div. of  Revenue  Last Reviewed: 07/17/2009http://php.delawareonline.com/state/unclaimed.php"
267,http://www.lscd.com/node/293,Evictions: What You Should Know,"Evictions
Landlord/Tenant",,Housing,"If you rent a house or apartment, there are some important  facts you should know about being evicted.&nbsp;                                 Also available:                                                                          Evictions  Brochure.pdf  Contributed by: Legal Services Corporation of  Delaware, Inc.  Last Reviewed: 03/11/2005http://www.lscd.com/evictions"
268,http://www.lscd.com/node/294,Guide to Tenant Rights & Responsibilities,,,Housing,"Renting an apartment or house is something almost everyone does sooner or later. Whether you already have a place to live or if you are currently searching, this brochure contains some advice that will hopefully make renting a little easier.
Please keep in mind that this brochure only has general information and may not fit your specific situation. Call Legal Services if you have any questions.*&nbsp; 
Contents:
	Finding a Place to Rent
	Conditions of the Rental Unit
	Your Lease
	Rent Money
	Evictions &amp; Lockout
	Moving Out
	Security Deposit
	Utilities
&nbsp;
Finding a Place to Rent
Two of the most important considerations to every renter are price and condition. What you can afford will be up to you, but when you look at advertisements, remember that if the price seems too good to be true for the size and location of the rental unit - then it probably is! Most urban areas of Delaware have a shortage of good, affordable rental units, so if it sounds like a bargain, it will probably be because the rental unit is in bad condition.
The condition and location of the rental unit can affect the health and safety of you and your family. Buildings that have not been properly maintained may have lead paint, poor heating or plumbing and other problems. Buildings in some areas will have illegal drug activity in the hallways. Before you consider renting something in bad condition or in a bad area because you think you can't afford anything better, ask yourself if it would be better to pay the same amount of money for a smaller, but safer, apartment elsewhere. After living in a bad location for a while, you'll decide that giving up size for more safety is a good trade.
Finding a safe place to rent or deciding if a specific rental unit is safe is easier than it sounds. One of the best ways to find a safe place to live is to ask around. Your friends and family may know of good landlords with good buildings available for rent. Such rental units may never be advertised in the newspaper. If you are interested in a specific apartment building, complex, or house, ask around to see if anyone knows about its reputation for safety or other problems.
Before agreeing to rent any rental unit, call the local building inspector to ask about the area and the building. The telephone book or Legal Services Corp. of Delaware can help you find the right telephone number to call. If you are renting in the City of Wilmington, all rental units must pass a pre-rental inspection BEFORE the landlord can take any money from you or rent it out. Call the Department of Licenses and Inspections (576-3030) to find out if your rental unit passed inspection.
You can check the quality of the rental unit yourself. Walk around and look for problems. Run the water in the sinks and flush the toilets. Try the heater or air conditioner if possible. Open all the cabinets in the kitchen to check for insects. If possible walk around the hallways if you are looking at an apartment building. Also walk around the neighborhood. If you don't feel safe - don't rent there.
&nbsp;
Conditions in the Rental Unit
Under the Delaware Landlord-Tenant Code, landlords have a legal duty to keep a rental unit in a safe and clean condition. That includes making any necessary repairs while you live there. Local laws, such as county and city codes also have specific requirements. All rental units must have heat and hot water. If you think your rental unit has a problem the landlord should fix,  send the landlord a letter explaining what repairs are necessary (keep a copy, you might need it later). If the repairs are not made, call the local building inspector and talk with them about it. Remember that you cannot be evicted or punished by the landlord for calling an inspector. If your landlord tries to do something to you because you called an inspector, or if the repairs are not made, call Legal Services or the Attorney General's office.
Withholding rent from a landlord is risky business. In the City of Wilmington, the inspectors can help you set up a rent withholding account IF the conditions are bad enough. Withholding rent on your own is almost guaranteed to get you sued by your landlord for non-payment of rent. If the judge disagrees with the amount you withheld, and you can't pay the amount you owe right away, you could get evicted.
Remember that you can take your landlord to court in order to get problems fixed or if the landlord has done something else to violate the lease. You do not need a lawyer to take your landlord to court.
Beware of landlords that promise to fix things after you move in. Once you give them your money and move in, they have less incentive to keep their promise. Tell them you will only rent the unit if the problems are fixed before you give him any money.
Tenants have responsibilities for the condition of the rental unit too. If you, a family member, or a guest damage anything, you will be responsible for fixing it. If it is not fixed by the time you move out, the landlord is allowed to keep part of your security deposit to pay for repairs. If there is repeated damage, or if the damage is serious enough, you could even be taken to court and evicted. So take good care of your rental unit. Even if you don't own it, you are responsible for it.
Your Lease
Whenever you rent a house or apartment, you make a lease. Even if you never sign anything and just give the landlord some money in exchange for the key - you still have a lease. Oral and written leases are both legal and can be enforced in court. A lease is a promise by you to pay the rent every month on the day it is due. It is also a promise by the landlord to give you a rental unit that is clean and safe. If your landlord can't keep his promise by letting you into your apartment, or by keeping it in safe condition, you can take him to court and he will get in trouble. BUT if you don't keep your promise by paying the rent, the landlord can take you to court and evict you. Just like you don't need to tolerate the landlord's excuses (I'll fix it next week, etc.), the law says your landlord does not need to tolerate your excuses for not paying the rent (""I lost my job, I'll have the money in a couple weeks""). Renting is a two-way street, so make sure you can pay your rent on time, or start looking for a more affordable place to live.
If your landlord offers you a written lease, READ IT from one end to the other BEFORE you sign it. Leases can include rules such as ""no pets."" If you break these rules, you can be evicted, so its very important to know about them. Also, sometimes a landlord will ask you to sign a lease that says he has given you a copy of the Landlord-Tenant Code. Your landlord is required to give you a copy of the  Landlord-Tenant Code. If he doesn't, don't sign! You may be giving up some of your legal protections if you say you got a copy when you really didn't. Beware of any landlord or rental agent that says ""we'll work it out"" or ""don't worry about that"" when you see something you don't like in the lease. If it's written in the lease, the landlord's words don't matter. All that matters is what's in writing. If your landlord offers to work something out, get it in writing or it won't happen.
If your lease doesn't have a starting and ending date, then the law says your lease runs from month to month. The only way to end a month to month lease is by giving your landlord a letter (telling her isn't good enough) saying you want to end your lease. By law, you must give your landlord 2 months notice (start counting from the 1st day of the upcoming month). If you give less, you will be responsible for the rent anyway. This is also the only way your landlord can end a month to month lease with you. Thirty days notice isn't enough.
BUT remember that if you break a rule, or don't pay rent, the 60 day rule doesn't apply and you can be evicted with much less notice. You are still entitled to written notice, but you will only get 5-7 day's notice and the landlord may take you to court to evict you.
If you have a lease with an ending date, and the ending date goes by, and you keep living there with your landlord's permission, your lease changes to a month to month lease. If you want another lease with a specific ending date (such as another 1 year lease), you must sign a new lease with the landlord. If you keep living there without your landlord's permission, that makes you a ""holdover tenant."" If you are a holdover tenant, your landlord can go to court and get you evicted. You will also be ordered to pay rent for the time you stayed, and you could even be ordered to pay DOUBLE the rent as a penalty. If you are worried about this happening, be sure to call Legal Services or the Attorney General for free advice.
&nbsp;
Rent Money
A big part of your lease is the date the rent is due and what happens if it's late. If rent is due the 1st of the month and you pay on the 2nd of the month, your rent is late. Even though the law says the landlord can't charge a late fee until you are at least 5 days late, the rent is still late. If your rent is late a lot, you could be evicted or your landlord might refuse to renew your lease.
If your pay or benefit check comes later in the month, such as on the 15th, and you think you won't have the money to pay the rent on the 1st of every month, ask the landlord to change the due date for the rent. The best time to ask is BEFORE you sign the lease. Despite what some landlords might tell you, the rent due date can be any date that you and the landlord agree on. Just make sure it's written in the lease. Many people have leases that say their rent is due on the 15th of the month instead of the 1st. If you get paid on the 15th each month, changing your due date will be better than being late every month.
When your rent is late enough that the landlord can charge you with a late fee, you must pay the rent + the late fee, or the landlord can go to court and say you didn't pay the rent. If the next month comes, any money you pay goes to back-rent and late fees 1st. For example, if you don't pay January's rent and then February comes and you pay rent on the 1st of February, your landlord will use the money to pay January's rent and you will still owe a late fee for January + a late fee for February + February's rent. If you pay late, the late fee becomes part of your rent bill. If you don't pay the late fee, you can be evicted.
For this reason, it is very important to keep track of how much money you pay and when. Keep your receipts and  keep a list of payments. That way, if your landlord claims you didn't pay, you can prove you did. Don't trust your landlord to keep track for you.
&nbsp;
Evictions &amp; Lockouts
Your landlord can NEVER, NEVER lock you out or evict you, or make the rental unit unlivable (ex. by turning off the heat or water) without going to court and getting permission. If the landlord does otherwise, call Legal Services immediately for help or go to the Justice of the Peace Court and file a case to get back in. For temporary food and shelter, call the  Delaware Help Line, 1-800-464-4357.
The court always sends you notice when the landlord requests to have you evicted and if the landlord wins permission to have you evicted. If you get a letter from a court or your landlord that talks about going to court, don't ignore it! That notice could mean that you will get locked out legally if you don't do something. Legal Services can talk to you about such letters if you need help - but you must call as soon as you get the notice. If you delay, you could give up your rights. Certified mail is especially important because the court sends papers that way - pick it up! Read the Legal Services Evictions brochure to learn more.
&nbsp;
Moving Out
To end a lease, make sure you tell the landlord in advance and return your key. You can never go wrong by giving your landlord a  letter 60 days in advance saying when you will move out. Telling your landlord that you will be moving ""soon"" without a date is not good enough. Your landlord is entitled to know exactly when you are moving or she has the right to assume you will stay indefinitely. (Imagine if your landlord said ""you can move into your new apartment soon"" but never told you exactly when!) Just remember that when you tell the landlord you are moving out, the landlord will probably start looking for a new tenant to replace you, so it may be impossible to take back your move-out notice. If you move out before the lease ends, or before you said you were going to leave, you could owe rent from the day you actually left to the day originally said you were going to move.
&nbsp;
Security Deposit
If you have a security deposit, when you move out you should also give the landlord a forwarding address in writing so you can  get your deposit back Make sure the apartment is clean and fix anything you broke. You must remove everything you own. Take pictures and have a friend look at the empty apartment before you give the key back so you have proof of how it looked. Give the key to the landlord by hand. Never slide it under the door. If the landlord thinks you haven't returned the key, you will be charged for rent as if you still lived there. If necessary, send it by ""certified mail, return receipt requested."" Your landlord is allowed to keep part or all of your deposit to change the locks because you didn't return the key, for back rent, damages, dirt, or for removing anything you left behind.
After you move out, you should get a letter within 20 days that either includes a check for your deposit or a letter from your landlord saying she is keeping part of your deposit and giving you a check for the rest. If the landlord keeps some or all of your deposit, STOP! If you want the rest of the deposit back, you must send a letter complaining about the deduction to the landlord. You have 10 days to do this. If you wait, you are stuck. Also don't cash that check!! If you do, you won't get the rest of your money back. If you don't get a letter or your deposit, you can go to court to get it. Ask Legal Services for details.
&nbsp;
Utilities
Utilities are a big deal when you move in and when you move out. If the utilities are in your name, they stay that way until they are shut-off, or someone else (like a roommate or the landlord) agrees to let the bill get put into their name. If you have trouble paying the utility bill, call the Delaware Help Line 1-800-464-4357 for a referral to an energy assistance program (these are usually only available in the winter). You can also ask the power company to set up an averaging bill payment plan. That way your bill will be the same almost every month and it will be easier to make a budget.
When you move out,  call the power company in advance to make sure the bill is either switched into someone else's name, or that the power is shut off. If the utilities are to be shut off, make sure you personally let them in to shut-off the power. Your electricity can usually not be turned off without access to your apartment or house. Don't trust anyone else to do it. If you move out and the power is still on, the landlord can rent the apartment or house to someone else and the new tenant (or the landlord) will get free electricity and gas that you will get billed for. If you want to get utilities at your new home, you will have a lot of trouble because of the old apartment. Once this happens, it is very hard to ever get the utilities at the old house or apartment taken out of your name. You will end up with a huge bill on your credit report.
&nbsp;
&nbsp;
&nbsp;
Renting an apartment isn't hard
if you use common sense and follow the rules.
Legal Services Corporation of Delaware
will help tenants with questions and problems*
&nbsp;
* Before Providing Any Advice or Assistance All Clients Must Tell Us
Their Income and Must Meet Our Eligibility Requirements
&nbsp;
"
270,http://www.lscd.com/node/296,Guide to Tenant's Rights and Responsibilities,"Evictions
Landlord/Tenant",,Housing,"Renting an apartment or house is something almost everyone  does sooner or later. Whether you already have a place to live or if you  are currently searching, this web page contains some advice that will  hopefully make renting a little easier.&nbsp;                                            Contributed by: Legal Services Corporation of  Delaware, Inc.  Last Reviewed: 01/01/2000 Related Topics:  Landlord/Tenanwww.lscd.com/guideToTenantRightsAndResponsibilities"
271,http://www.lscd.com/node/297,Mobile Home Parks - Renting The Lot,,,Housing,"What You Need to Know If you own your trailer and rent a lot in a mobile home park, trailer court,  or trailer park, there are some important facts that you need to know about  eviction. The new Delaware Manufactured Home Owners and Community Owners Act (MHOCCA)  provides you with important rights to protect you and your manufactured home.  This brochure offers a summary of your rights relating to termination of your  lease agreement.&nbsp;If you rent your Home, see the    Landlord-Tenant Code . If you rent the Lot, see the   Manufactured Home Owners Act  (MHOCCA).&nbsp;Here are the topics that you will find on this web page: (You can click on the name of the topic to be taken directly to that part of  the text.)YOUR RIGHTS AS A  MANUFACTURED HOME OWNER&nbsp;ACTS OF  RETALIATION BY LANDLORDS ARE ILLEGAL&nbsp;EVICTION&nbsp;Not Paying Rent&nbsp;Failure to Follow  Rules and Regulations&nbsp;Conviction of a Crime&nbsp;Holding-over&nbsp;NON-RENEWAL  AND TERMINATION OF THE RENTAL AGREEMENTGrounds for Non-Renewal&nbsp;Ending Lease Due to Change of Land Use&nbsp;Delaware Manufactured Home Relocation Trust Fund&nbsp;Grounds for Immediate Termination&nbsp;Grounds for Ending Your Rental Agreement&nbsp;TERMINATION BY TENANTWHEN YOUR LANDLORD  TAKES YOU TO COURTIF YOU LOSE IN COURTMAKING A DEALGLOSSARY OF TERMS&nbsp; YOUR RIGHTS AS A MANUFACTURED HOME OWNER The MHOCCA only applies to the rental of lots in manufactured home  communities. These communities are also known as mobile home parks, trailer  courts, and trailer parks (MHP). If you are renting a lot in an MHP that leases  two or more lots, you are covered by the MHOCCA.&nbsp;If you are renting a manufactured home in an MHP, you are covered by  the Delaware Residential Landlord Tenant Code.  If you do not already have a copy of the MHOCCA and/or the Landlord-Tenant  Code, call the  Attorney General's office  at 1-800-220-5424 to request one or  look for them  here . &nbsp; ACTS OF RETALIATION BY LANDLORDS ARE ILLEGAL Your landlord cannot evict you or cut your services within 90 days of any of  the following:you made a proper complaint about a code violation to the  landlord or  	enforcement agency an enforcement agency has  begun action against the landlord based on  	your complaint you  have formed or joined a tenant's organization you have filed a  legal action against the landlord for any reason.  If your landlord tries to retaliate against you, you may be entitled to  whichever is greater: three months of rent or three times the damages suffered  plus Court costs. &nbsp; EVICTION A landlord can legally evict a renter for several reasons, including the  following:Not paying rent.&nbsp; Deducting money from the rent. Breaking part of the lease. Failing to follow the  Manufactured Home Owners and Community Owners Act  	or the Landlord  Tenant Code. Breaking rules and regulations of the  manufactured home community. Holding-over (staying after the  lease ends without permission). Conviction of a crime during  your lease. Rental unit has been sold or foreclosed on.  &nbsp; A landlord can NEVER evict a tenant for these reasons:The renter files a complaint about problems with the rental  unit. The renter requests that the landlord honor the terms of  the lease  	and/or make repairs. The renter sues the landlord  for violating the lease or the law. Race, religion, sex,  marital status, national origin, disability, age,  	or occupation. The renter has children. &nbsp; Not Paying Rent &nbsp;If you do not pay the amount of lot rent that is due every month, the  landlord can go to court to evict you. After the rent is five days late,  the landlord must send you a letter stating that unless all the rent due is  paid, the landlord will end the lease and take you to court. The letter must set  a deadline giving you at least seven days to pay. The law allows the  landlord to request payment in full or you can be sued. &nbsp;If you do not pay in full or move out by the deadline, the landlord can go to  the Justice of the Peace Court and file a complaint asking for the rent money  and to have you evicted. This is called a ""Summary Possession"" action.  Remember that the amount of money you owe could include late fees and back rent  from previous months. &nbsp; Failure to Follow Rules and Regulations &nbsp; There are some things a landlord can never do to evict you.   They can't change the locks.  They can't turn off the electricity, gas, or water.  They can't take any of your property.  They can't threaten to hurt you or anyone else if you don't  			pay.  Most leases include rules and regulations that you must follow. By signing  the lease, you promise to follow the rules and regulations. Some examples are a  promise not to make noise that disturbs the neighbors, or a promise not to run a  business out of the manufactured home without the landlord's permission. The  MHOCCA also includes rules that are made a part of all leases automatically,  even if the lease is not written down. Some of these are a promise to keep the  property clean and safe, and a promise not to damage or destroy any part of the  property. If you break one of these rules or promises, the landlord can go to court to  have you evicted. First, the landlord must give you a letter that does  the following:explains in detail what rule you have broken, what you have  done wrong,  	and when you broke the rule; gives you at least  twelve days to correct the problem, if you own the  	manufactured home  and rent the lot; tells you that if the problem is not  corrected by the deadline, the  	landlord may end the lease and go to  court to have you evicted. &nbsp; Conviction of a Crime If you (or a family member, even a juvenile, living on the premises) are  convicted of a crime while living in the MHP and the conduct that led to the  conviction caused or threatened to cause irreparable (unfixable) harm to any  person or property, the landlord can immediately end the lease and ask the court  for an eviction. In this situation, the landlord does not need to warn you with  a letter. &nbsp; Holding-over&nbsp; A holdover tenant is one who continues to possess (keep their manufactured  home on) the lot they rented in the MHP when they have no right to do so. If, after a trial, a Judge issues an order giving the rented lot back to the  landlord, or if a lease agreement is legally ended by the landlord, and you  continue to stay after the expiration date without the landlord's permission,  you must pay the landlord twice the daily rate of rent as damages. For example,  if the lot's monthly rent is $300.00, the daily rate is $10.00 per day. If you  hold over in ""bad faith"" after termination by the Court, the rent would double  to $20.00 per day as damages to the landlord. If, however, you hold over in ""good faith"" after termination by the Court,  the landlord will not be entitled to double damages. A ""good faith"" dispute  means there is an honest difference of opinion relating to the rights of the  parties to a rental agreement. &nbsp; NON-RENEWAL AND TERMINATION OF THE RENTAL AGREEMENT The rental agreement between you and your landlord must provide written  standards which list all possible reasons for non-renewal or termination of your  rental agreement. &nbsp; Grounds for Non-Renewal&nbsp; If your landlord decides not to renew your lease agreement, he/she must have  ""due cause."" Due cause is defined as a change in land use of the MHP. An example  of change in land use is where a landlord decides to build a shopping center  where the MHP is located. In addition, the following reasons are considered due  cause for not renewing your lease:conduct that caused or threatened to cause immediate,  irreparable harm  	as demonstrated by clear and convincing evidence; or conviction of a crime that caused or threatened to cause immediate,   	irreparable harm to another tenant or their property in the MHP as  	 demonstrated by clear and convincing evidence; or false  information on your rental application which, if the truth was  	known,  would have caused denial; or failure to provide proper notice  to landlord of the sale or transfer of  	your manufactured home; or failure to bring your manufactured home into compliance with  written  	standards of the MHP.  Your Landlord must send you a notice for non-renewal, in writing, at least 60  days before the expiration of your lease agreement. The notice must clearly  state the reason(s) and specify the date, place, and circumstance(s) causing the  non-renewal. &nbsp; Ending Lease Due to Change of Land Use&nbsp; If your lease is being ended due to change of land use, the landlord must  provide written notice one year before the expiration date. The notice must do  the following:inform you of the intended change of land use; and advise  you of the need to secure another location for your manufactured  	home;  and provide a relocation plan to assist renters.  If your rental agreement is being ended for change of land use, you may be  entitled to moving expenses as well as reimbursement for a manufactured home  that is too old to be moved. &nbsp;  Delaware Manufactured Home Relocation Trust Fund The MHOCCA has established a trust fund for use in cases when a tenant  	must relocate because of changes in land use. The trust fund consists of a  	monthly assessment of $3.00 per manufactured home for each rented lot in a  	manufactured home community. The tenant and the landlord split this fee. The  	tenant pays their half as part of their monthly rent. The applicability and  	availability of funds depend on the circumstances of each individual case. &nbsp; Grounds for Immediate Termination&nbsp; Your landlord may immediately end your rental agreement after sending a  written notice to you for any of the five reasons mentioned previously in  ""Grounds for Non-Renewal."" &nbsp; Grounds for Ending Your Rental Agreement &nbsp;Your landlord has the right to end your rental agreement under certain  conditions. The following is a list of reasons why your lease can be ended:you did not obey the rules of the rental agreement or the  MHOCCA and  	disrupted the rights of others entitled to the quiet  enjoyment of the MHP;  	this reason requires a written notice  to immediately stop the  		specific conduct and to not repeat it within  six months or face  		immediate termination through an action for  summary possession  		(eviction) you did  not keep your premises in good condition;  	this reason  requires a written notice of the specific condition and  		allow you  twelve days from date of mailing or delivery to fix the  		condition or  face immediate termination you did not  pay your rent;this reason requires a written notice after you  are five days late  		which states that failure to pay within seven days  of mailing or date of  		delivery will result in termination if you have broken the rules of the rental  agreement or the MHOCCA  	several times within a twelve-payment period,  it may result in immediate  	termination or refusal to renew your lease  agreement. Some examples include:four late payments; orfailure  to reimburse landlord on two occasions for utility bills  		after  receiving written notice giving you seven days to pay; orwriting  two bad checks; orfour separate incidents of breaking the  rules; orany combination of four separate incidents of not  following the  		rules of the MHOCCA.  &nbsp; TERMINATION BY TENANT &nbsp;You may end your lease agreement by giving your landlord a written notice at least sixty days before your lease expires. If you move in and find that the landlord is not keeping to the rental  agreement or is breaking portions of a government code, you have up to a month  to end your lease with a written notice and seek damages. Also, if you have a condition that prevents you from receiving your part of  the bargain, you must send your landlord a written notice describing the problem  and give him/her fifteen days to fix it. If the landlord does not then fix the  problem, you are allowed to end your rental agreement, move, and seek damages. &nbsp;You have eighteen months from signing to end the rental agreement and seek  damages, if your landlord misrepresents a fact just to get you to enter into a  rental agreement. If you have to move more than 30 miles because of your employment or you are  reassigned by the Armed Forces, you are allowed to end your rental agreement.  You have to give your landlord at least 30 days written notice. &nbsp; WHEN YOUR  LANDLORD TAKES YOU TO COURT If your landlord has gone to court to evict you, the court will notify you  and tell you when and where to go to court. You will be notified in one of the  following ways:By first class mail, with a certificate of mailing By  certified mail, return receipt requested By Constable The  notice may be delivered personally to you at your manufactured home,  	 or The notice may be delivered personally to an adult residing  at your  	manufactured home. A Constable will try to deliver the notice to you in person. If  you are  	not home, he will tape it (post) to your door. &nbsp;Normally, the court date will be within four weeks after the date your  landlord files his case. (It can be more or less.) The date depends on how busy  the court is. On the court date, be sure to go to court early. There will be a trial in  front of a judge. Both you and the landlord will have a chance to tell your side  of the story. If you do not go to court, your landlord will win. If you are  late, the court will go ahead without you, so get there early. Go to court  even if your landlord tells you it is not necessary. &nbsp; IF YOU LOSE IN COURT If you lose in court and your landlord has asked for ""possession"" of  your manufactured home or rental lot, the court will order you to move out. You  will have five days to appeal. If you do not appeal and ask for a ""stay  of execution on the judgment,"" the landlord may then ask the court to issue a  24-hour eviction notice to the Constable who will post it on your door as early  as two weeks after the judgment.&nbsp; This notice means the Constable will be back in 24 hours. If you are still  there, he will make you leave. The constables only work during daylight hours,  Monday through Friday. So, if the 24-hour notice is posted on Friday, you will  have at least until Monday morning, if it is not a holiday. If you do not have all of your belongings out of the manufactured home by the  time the Constable comes back, you will have to leave them behind. If the landlord has asked for ""possession"" of the lot, you may prepay a  storage fee in the amount equivalent to seven days rent. You must pay the amount  on or before the date the eviction notice is posted. If the amount is prepaid  then the court may extend the notice period for removal of the manufactured home  for seven days. You cannot, however, live in the home during the seven  days. If, after the seven-day notice period has ended, you do not remove the  manufactured home, the landlord may remove the manufactured home from the lot.  The manufactured home must be stored for up to thirty days at your expense. You  cannot remove the manufactured home from the storage location until the landlord  has been paid:the amount of the judgment, and reasonable costs of  removal and storage of the manufactured home. If, at the end of the thirty days, you have not claimed your manufactured  home and reimbursed the landlord for the cost of removal and storage, the  landlord can do whatever he wants with your manufactured home including keep it,  sell it, or junk it. &nbsp; MAKING A DEAL If you want to make a deal or payment arrangement with your landlord, try to  get it in writing and be sure you understand exactly how much you must pay and  when. A court judgment for back rent will usually include interest and court  costs, so you may owe more money than expected. &nbsp;Unfortunately, your landlord is not required to make a deal with you or  accept a payment plan. He might want all of his money immediately. In addition,  even if you make a payment towards back rent but allow your landlord to get  legal possession, you could still be evicted by the Constable, if the landlord  chooses to follow through with eviction. So, if you think you might lose in court, or if you don't have enough money  to 
ay your landlord, start looking for a new place to stay immediately. Do not  let yourself and your family be left without a place to live. &nbsp; GLOSSARY OF TERMS Appeal: To take steps to have your case reheard in Court. Constable: Court official in charge of carrying our Court orders. Judgment: A formal decision given by the court. Landlord: The owner of rented property. Lease: A written contract between the Landlord and Tenant to rent  property, also known as the ""Rental Agreement."" Lot: The real estate rented for the purpose of placing a manufactured  home in a Manufactured Home Community. Manufactured Home: A factory-built, single-family dwelling designed to  be used as a year- round dwelling when connected to the required utilities. It  can also be called a ""mobile home"", ""trailer"", and similar terms. MHOCCA: The Delaware Manufactured Home Owners and Community Owners Act  (Del. Title 25, Ch 70) adopted on August 25, 2003, provides the rights and  obligations for rental of mobile home lots. Summary Possession: Court case to evict a tenant or otherwise declare  who has the right to occupy leased premises. Tenant: Someone who rents or leases property from a landlord. Termination: The act of ending a lease. &nbsp;"
272,http://www.lscd.com/node/298,Mobile Home Parks - Renting the Lot,"Evictions
Mobile Home Parks",,Housing,"If you rent a lot in a mobile home park, there are some  important facts that you need to know about eviction.  This brochure  offers a summary of your rights relating to termination of your lease  agreement.&nbsp;                                 Also available:                                                                          Mobile Home Parks Brochure Contributed by: Legal Services Corporation of  Delaware, Inc.  Last Reviewed: 11/21/2005http://www.lscd.com/mobileHomeParks"
